player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Lucas Weber,27625,LB,NEVADA,6,2,2.2,0,0,239,55.7,59.5,32.4,63.2,62.7,57.2,11.1,2,1,139,140,7.2,10,14
Alex Hart,27631,LB,NEW MEXICO,12,12,2.9,0,1,241,58.7,69.1,87.1,70.5,69.2,66.6,13.7,10,0,341,346,10.9,37,51
Jarius Morehead,27752,S,NC STATE,12,11,6.6,0,0,248,58.6,59.6,45.0,75.2,58.6,46.3,30.4,14,2,258,265,2.7,7,21
Taylor Robinson,27804,S,N TEXAS,10,7,7.6,1,1,251,43.8,42.3,48.3,75.7,40.3,48.2,25.5,12,4,292,296,3.1,9,28
Quintin Wynne,27823,ED,N ILLINOIS,10,6,2.2,0,0,254,56.3,66.5,70.6,57.6,74.3,61.7,8.0,2,1,257,263,5.1,13,17
Trayshon Foster,27831,S,N ILLINOIS,12,7,6.5,0,0,254,63.7,60.1,0.0,84.2,53.6,75.2,12.1,4,5,306,313,2.6,8,22
Trequan Smith,27833,S,N ILLINOIS,4,1,0.0,0,0,254,37.9,30.6,75.3,56.9,32.1,48.0,0.0,0,0,16,16,6.3,1,1
Joe Gaziano,27949,ED,NWESTERN,12,9,1.3,1,3,256,62.7,85.6,75.3,81.0,85.1,67.7,5.0,2,1,290,293,9.3,27,29
Trent Goens,27950,ED,NWESTERN,4,3,0.6,0,0,256,67.0,71.9,82.1,60.7,73.3,82.2,0.0,0,0,56,58,12.5,7,8
Nathan Fox,27953,LB,HOUSTON,1,0,,0,0,182,62.5,66.4,73.1,67.5,60.6,27.5,100.0,1,0,8,8,0.0,0,0
Trae Williams,27962,CB,NWESTERN,10,1,7.0,0,0,256,58.9,57.9,84.0,60.0,51.4,51.9,20.0,1,1,162,165,0.6,1,3
K.J. Hill,28025,WR,OHIO STATE,1,0,,0,0,260,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Robert Landers,28064,DI,OHIO STATE,13,5,0.3,0,0,260,62.9,88.4,52.2,74.6,91.2,46.4,0.0,0,1,103,103,5.8,6,6
Austin Mack,28070,WR,OHIO STATE,1,0,,0,0,260,,60.0,60.0,,60.0,,,0,2,1,1,0.0,0,0
Rashod Berry,28071,TE,OHIO STATE,2,0,,0,0,260,,47.2,0.0,52.4,64.0,,,0,1,4,4,0.0,0,0
DaVon Hamilton,28072,DI,OHIO STATE,14,9,2.7,0,0,260,60.0,82.3,60.0,75.5,83.4,60.6,10.7,3,1,144,146,6.9,10,16
Jashon Cornell,28074,DI,OHIO STATE,14,5,3.0,0,0,260,66.3,90.2,83.4,86.1,83.5,67.7,15.0,3,0,162,163,5.6,9,12
Josh Norwood,28076,S,W VIRGINIA,10,17,4.5,0,0,343,61.9,67.4,0.0,55.1,79.9,70.4,14.5,8,2,219,223,6.4,14,30
Rodjay Burns,28078,LB,LOUISVILLE,13,10,3.8,1,1,210,74.4,70.1,63.2,68.2,65.6,67.4,12.1,8,1,349,353,8.0,28,48
Justin Hilliard,28079,LB,OHIO STATE,11,3,-1.0,0,0,260,80.7,78.5,77.4,57.1,73.2,75.4,0.0,0,0,62,63,6.5,4,5
Damon Arnette,28080,CB,OHIO STATE,13,2,6.4,0,0,260,73.8,74.1,42.7,85.3,68.2,63.3,25.0,4,4,258,259,3.1,8,10
Malik Harrison,28081,LB,OHIO STATE,14,7,2.0,0,0,260,77.1,82.8,58.0,65.5,87.5,63.5,11.3,7,1,299,304,12.7,38,48
Keandre Jones,28092,ED,MARYLAND,12,12,2.9,0,0,215,62.0,82.1,92.1,73.0,87.4,84.5,6.9,4,0,345,350,9.6,33,42
Neville Gallimore,28094,DI,OKLAHOMA,14,7,1.4,1,1,261,70.8,88.2,52.0,83.0,85.2,64.6,12.5,3,2,179,183,7.3,13,14
Mark Jackson Jr.,28095,ED,OKLAHOMA,4,0,14.0,0,0,261,61.4,57.1,78.2,62.2,52.4,72.2,0.0,0,0,14,14,0.0,0,1
Mufu Taiwo,28144,DI,DOMINION,10,0,-0.8,0,0,263,,60.0,82.7,51.8,63.5,52.4,16.7,1,0,109,110,3.7,4,5
Ray Ellis,28231,DI,FAU,14,9,1.0,0,0,165,68.6,74.1,68.2,72.8,70.2,28.6,28.6,6,1,243,253,2.1,5,6
Ryan Bay,28245,TE,OREGON,2,0,,0,0,264,,60.0,60.0,,60.0,,,0,0,2,2,0.0,0,0
Gus Cumberlander,28247,ED,OREGON,5,4,1.0,0,0,264,60.6,77.0,30.6,74.3,75.8,79.4,14.3,1,1,39,39,5.1,2,2
Drayton Carlberg,28248,DI,OREGON,14,9,1.8,0,0,264,68.0,73.4,85.8,70.2,66.3,37.6,25.9,7,0,211,214,3.3,7,11
Troy Dye,28251,LB,OREGON,13,13,3.4,0,1,264,75.1,76.3,14.9,75.4,72.4,69.3,9.4,6,3,308,312,9.1,28,45
Gary Baker,28252,DI,OREGON,10,4,3.0,0,0,264,60.0,68.4,79.5,61.4,71.4,53.0,10.0,1,0,54,54,5.6,3,5
Robert Windsor,28310,DI,PENN STATE,13,9,2.7,1,0,266,52.0,75.7,71.7,80.5,68.5,75.5,0.0,0,1,262,265,5.0,13,21
Garrett Taylor,28311,S,PENN STATE,13,12,6.3,0,1,266,67.3,77.3,87.2,70.8,90.2,84.6,4.1,2,0,319,322,5.3,17,35
Roe Wilkins,28429,ED,ARIZONA ST,13,5,2.2,0,2,110,59.2,63.2,68.5,60.2,64.9,28.2,26.5,9,1,225,227,6.2,14,20
Myles Adams,28430,DI,RICE,12,6,1.9,0,0,275,60.7,84.8,85.3,71.5,87.9,80.0,2.4,1,0,285,287,9.1,26,35
Najee Clayton,28437,LB,W MICHIGAN,12,4,3.4,0,0,347,47.7,60.9,81.3,60.4,74.5,74.5,5.3,1,0,89,89,11.2,10,14
Kobe Smith,28488,DI,S CAROLINA,11,14,2.6,0,0,289,61.8,68.2,84.5,57.3,70.9,59.1,10.8,4,0,234,240,6.0,14,19
Matt Bahr,28617,LB,KENT STATE,11,9,4.9,0,0,201,56.6,61.5,39.7,62.1,64.6,68.8,11.1,6,1,239,244,6.7,16,39
Will Dawkins,28645,S,UAB,10,5,5.3,0,0,321,70.1,71.0,84.5,67.1,69.6,64.3,16.7,4,0,168,171,5.4,9,15
Cornelius Sturghill,28784,CB,LOUISVILLE,10,2,5.3,0,0,210,68.5,64.1,81.8,55.6,45.0,51.5,50.0,6,1,136,137,0.7,1,4
Richard Moore,28853,LB,SMU,3,3,2.0,0,0,287,56.4,62.1,78.9,63.2,69.6,57.5,11.1,1,0,58,58,5.2,3,5
Bryan London II,28856,LB,TEXAS ST,12,21,3.2,0,0,314,50.4,72.5,87.5,61.6,79.8,70.0,7.8,8,0,448,454,9.8,44,73
Diamon Cannon,28863,LB,TULSA,12,11,1.1,0,0,320,75.4,70.1,82.8,55.6,68.5,63.6,15.6,5,0,279,289,3.6,10,16
Nevelle Clarke,28931,CB,UCF,11,1,9.1,1,0,323,72.7,74.6,86.8,59.4,79.2,38.8,20.0,2,4,331,340,0.9,3,7
Brendon Hayes,28933,ED,UCF,12,4,0.9,1,0,323,59.3,68.2,26.1,72.9,64.9,54.3,18.8,3,4,243,246,3.7,9,9
Evan Austrie,28985,S,UNLV,12,14,8.3,0,1,325,86.3,78.1,85.9,68.4,64.3,69.4,13.1,8,1,379,384,4.7,18,39
Soli Afalava,28986,ED,UNLV,4,0,8.0,0,0,325,63.2,54.5,77.8,,49.6,31.9,50.0,1,0,15,15,0.0,0,1
Javin White,28987,S,UNLV,12,9,7.5,1,1,325,62.6,64.4,0.0,75.6,71.3,54.1,12.8,6,8,346,351,4.9,17,32
Jericho Flowers,28988,CB,UNLV,12,1,8.8,1,0,325,61.5,57.6,56.1,67.5,40.0,67.5,22.7,5,6,354,359,2.0,7,16
Jack Jones,29050,CB,ARIZONA ST,13,1,11.7,0,1,110,71.3,71.2,85.0,52.0,66.4,65.6,0.0,0,2,219,222,0.5,1,10
Ykili Ross,29051,CB,UTEP,9,2,27.3,0,0,330,59.5,57.2,0.0,60.0,57.0,47.4,33.3,3,5,167,170,0.6,1,4
Kirk Livingstone,29052,ED,USF,12,6,1.0,0,0,327,61.8,87.2,66.5,69.9,90.9,64.8,12.5,5,1,263,266,8.7,23,29
Malik Dixon,29053,S,RUTGERS,10,4,12.4,0,0,278,47.0,53.2,83.5,59.0,65.9,65.8,7.7,1,0,142,145,0.0,0,8
Richard Burney,29120,DI,VIRGINIA,14,9,2.5,0,0,335,61.5,75.9,83.7,68.1,75.7,71.4,8.0,2,0,173,175,8.1,14,14
Stone Wolfley,29316,ED,W VIRGINIA,3,0,,0,0,343,,68.2,74.0,63.7,66.4,,,0,0,17,17,0.0,0,0
Adam Shuler,29321,DI,FLORIDA,13,1,2.0,1,0,163,64.0,66.7,66.5,58.9,69.1,62.6,10.0,2,1,226,232,5.3,12,17
Zach Sandwisch,29368,ED,W VIRGINIA,5,0,4.0,0,0,343,61.9,49.0,78.6,60.2,43.7,73.0,0.0,0,0,18,18,5.6,1,1
Jeramiah Stovall,29381,CB,NEBRASKA,1,0,,0,0,238,,60.3,72.4,,60.0,,,0,0,2,2,0.0,0,0
Deonte Holden,29464,ED,NC STATE,10,1,6.0,0,0,248,60.1,51.8,82.0,55.4,47.4,55.3,0.0,0,0,72,74,2.8,2,6
D'Wayne Eskridge,29573,CB,W MICHIGAN,4,0,10.4,0,0,347,58.7,57.2,79.5,75.0,47.4,54.5,28.6,2,2,78,78,2.6,2,5
A.J. Taylor,29615,WR,WISCONSIN,1,0,,0,0,349,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
Garrett Rand,29616,DI,WISCONSIN,13,7,2.8,0,0,349,63.5,63.1,84.9,55.6,66.4,41.9,19.4,6,0,187,189,7.0,13,18
Josiah Hall,29620,ED,WYOMING,11,2,1.8,0,0,351,60.5,71.6,87.0,55.7,81.5,84.4,0.0,0,0,197,198,6.6,13,16
Logan Wilson,29623,LB,WYOMING,13,14,3.3,0,0,351,81.4,90.6,37.9,85.6,91.6,77.3,10.4,8,2,390,395,10.3,40,55
Darius Slade,29757,ED,USF,12,6,3.5,0,0,327,57.7,62.1,65.8,63.3,61.3,37.6,19.4,7,1,213,215,5.2,11,23
LaMone Williams,29813,DI,OREGON ST,5,0,1.3,1,0,265,52.5,48.6,27.5,56.0,55.9,33.7,11.1,1,1,87,88,5.7,5,8
Marshaun Cameron,30624,CB,COLO STATE,12,6,9.3,1,0,144,67.0,70.3,87.2,64.1,77.6,91.0,0.0,0,2,267,269,1.5,4,14
Joey Banks,31453,S,BUFFALO,13,16,4.1,0,0,126,68.4,75.9,48.3,73.6,84.6,90.2,9.5,6,1,270,278,7.8,21,41
Darreyl Patterson,32854,CB,KANSAS ST,10,0,3.5,0,0,199,71.2,72.4,79.4,,72.7,68.4,0.0,0,1,44,45,2.3,1,2
Taj Jones,32969,CB,SO MISS,3,0,-0.5,0,0,296,61.3,67.5,74.4,,77.5,79.3,0.0,0,0,18,18,11.1,2,2
Dane Jackson,32989,CB,PITTSBURGH,13,7,6.8,1,0,268,77.2,79.2,55.7,57.3,89.9,64.1,4.0,1,8,327,336,2.4,8,17
Clayton Johnson,33000,CB,UTSA,11,0,7.5,0,0,331,49.9,51.3,25.1,78.6,57.2,35.0,33.3,2,2,174,177,0.6,1,4
Zamore Zigler,33012,CB,S JOSE ST,10,2,7.0,0,0,285,65.3,65.0,84.2,59.0,60.4,48.8,16.7,1,0,243,248,0.4,1,3
Chris Finke,33014,WR,NOTRE DAME,1,0,,0,0,258,60.0,62.4,60.0,,60.0,,,0,0,1,1,0.0,0,0
Richaud Floyd,33043,CB,MISSOURI,3,0,,0,0,229,62.9,63.9,71.9,,60.9,,,0,0,9,9,0.0,0,0
Roney Elam,33103,CB,TEXAS A&M,3,0,8.0,0,0,312,79.9,79.0,83.8,74.4,59.3,58.9,50.0,1,0,41,42,0.0,0,1
Julius Lewis,33145,CB,TCU,6,1,23.5,0,0,305,56.2,56.5,82.0,60.0,57.8,78.0,0.0,0,2,109,109,0.0,0,2
Desmond Anderson,33165,CB,MIDDLE TN,10,5,10.6,0,0,224,55.4,55.0,84.5,47.3,56.3,59.0,20.0,4,1,254,254,0.4,1,11
Michael Lewis,33204,S,UTEP,12,23,7.8,0,1,330,49.3,44.3,86.0,47.8,38.3,51.7,19.5,16,0,346,353,4.6,16,43
Darrell Brown,33225,WR,DOMINION,1,0,,0,0,263,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
John Henry Bronczek,33234,S,KENT STATE,1,0,,0,0,201,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
DeAnte Ford,33293,S,KANSAS,10,4,3.5,0,0,198,65.9,73.0,84.4,68.9,80.8,74.1,10.5,2,0,97,101,9.3,9,13
Jeremiah Dinson,33322,S,AUBURN,12,9,7.5,0,0,115,91.4,89.9,58.2,64.8,78.2,90.3,5.3,2,1,276,285,5.1,14,27
Kareem Ali,33353,CB,W MICHIGAN,12,1,21.0,1,0,347,69.2,67.4,79.1,,55.6,52.3,25.0,1,1,56,56,0.0,0,2
DJ Williams,33354,CB,UTAH ST,13,4,9.1,4,1,329,50.4,55.5,11.1,50.9,80.8,62.7,11.1,4,10,494,500,2.0,10,28
Trey Spencer,33358,S,LA TECH,3,0,,0,0,208,38.6,42.0,76.1,,62.9,,,0,0,10,10,0.0,0,0
Kahlil Robinson,33387,S,TOLEDO,12,9,8.1,0,0,316,51.5,58.3,86.3,56.6,69.5,78.3,4.0,1,1,313,322,1.6,5,15
DuWayne Johnson,33391,CB,SYRACUSE,3,0,,0,0,304,61.4,63.3,69.7,,60.0,,,0,0,8,8,0.0,0,0
Keith Washington Jr.,33415,CB,W VIRGINIA,10,2,19.2,0,0,343,75.8,74.7,43.7,,67.6,75.2,22.2,2,2,289,296,1.0,3,5
Jordan Adams,33421,CB,UMASS,8,1,7.7,0,0,216,51.5,47.8,80.9,,36.9,50.9,42.9,3,0,106,107,0.0,0,3
Chris Stamps,33448,CB,MIDDLE TN,8,2,10.8,0,0,224,54.5,51.6,82.8,49.2,42.0,77.5,12.5,1,1,154,155,0.6,1,5
Amari Henderson,33456,CB,WAKE,13,0,11.8,0,0,339,73.6,74.0,53.7,60.0,72.1,48.7,14.3,1,4,346,352,0.3,1,6
Devon Russell,33461,CB,BUFFALO,13,1,7.0,0,0,126,70.7,73.6,86.9,90.9,72.1,60.7,20.0,4,3,322,332,2.8,9,15
James Jackson,33524,LB,LA TECH,10,9,5.8,1,1,208,62.0,68.8,50.3,67.4,79.4,83.0,6.5,2,1,195,196,4.1,8,20
Deuce Wallace,33531,S,LA LAFAYET,14,3,7.1,0,0,207,44.2,46.5,83.3,63.9,49.6,40.5,26.1,6,0,183,185,2.7,5,14
Shawn Wilson,33547,S,OREGON ST,11,8,8.8,0,0,265,67.6,66.3,54.0,57.7,63.5,79.9,9.7,3,2,295,300,2.0,6,20
Cassius Grady,33577,CB,UTSA,11,2,20.3,1,1,331,65.8,66.1,3.4,67.1,69.7,79.4,20.0,2,5,267,271,0.4,1,6
Ta'Corian Darden,33612,CB,W KENTUCKY,13,5,2.6,0,0,346,66.5,69.5,86.5,74.3,73.1,67.2,7.3,3,3,303,312,7.3,22,33
Ernest Gunn,33665,CB,SO MISS,13,2,3.9,0,0,296,63.6,66.1,87.9,65.2,71.8,60.2,16.7,2,2,158,162,2.5,4,8
Eric Lee Jr.,33681,S,NEBRASKA,10,3,10.7,0,0,238,87.2,82.4,85.7,69.1,65.7,79.6,10.0,1,1,124,126,2.4,3,6
Shea Campbell,33714,LB,W VIRGINIA,11,8,3.5,0,0,343,51.3,65.3,84.7,55.2,73.9,58.3,15.0,6,0,183,189,8.2,15,26
Eric Wilson,33735,CB,S DIEGO ST,1,0,,0,0,284,53.2,52.5,69.5,,60.0,,,0,0,1,1,0.0,0,0
Brock Nichols,33753,S,USF,5,0,7.3,0,0,327,73.2,65.8,73.9,58.6,58.3,79.7,0.0,0,0,22,22,4.5,1,3
Mehdi El Attrach,33828,S,BOSTON COL,11,3,11.1,0,0,121,51.0,54.1,84.7,52.6,61.6,50.5,25.0,7,0,244,247,2.5,6,18
John Milani,33871,S,IOWA,1,0,,0,0,192,,60.0,66.1,,60.0,,,0,0,3,3,0.0,0,0
Meiko Dotson,33902,CB,FAU,13,1,9.4,1,0,165,84.4,77.8,3.3,54.4,51.7,68.9,23.1,3,4,169,172,3.0,5,9
Khafari Buffalo,33907,S,BOISE ST,9,10,4.2,1,0,120,68.0,69.1,9.3,53.2,73.9,71.3,17.4,4,1,111,114,4.5,5,9
Joe Bergin,33913,S,NWESTERN,2,0,7.0,0,0,256,67.0,69.2,72.8,,65.7,81.2,0.0,0,0,4,5,0.0,0,1
Lane Ecton,33921,S,GA SOUTHRN,13,4,2.0,0,0,174,64.2,67.1,36.9,70.9,67.1,51.3,25.0,5,1,141,143,7.1,10,11
David Dowell,33941,S,MICH STATE,13,8,9.9,0,0,223,68.8,67.8,90.7,,61.3,58.3,26.1,6,0,341,348,0.6,2,9
Chandler Hawkins,33949,S,S JOSE ST,2,0,17.5,0,0,285,65.7,67.3,77.1,60.0,69.1,78.7,0.0,0,0,66,67,0.0,0,2
Kaleb Fossum,33966,WR,NEVADA,1,0,,0,0,239,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Reid Rials,33969,WR,TROY,1,0,,0,0,318,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Omar Hicks,33988,S,OREGON ST,6,3,7.4,0,0,265,36.5,35.4,13.0,57.9,39.1,56.5,26.1,6,2,148,151,2.7,4,14
Darreon Jackson,34032,S,ARK STATE,12,16,4.4,1,0,113,73.0,70.7,0.0,60.2,75.0,62.7,16.5,15,6,390,397,7.7,30,60
Kendall Hinton,34045,WR,WAKE,1,0,,0,0,339,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Da'Quaun Jamison,34082,CB,C MICHIGAN,13,8,8.8,1,0,134,63.6,60.9,29.1,63.4,55.3,42.1,22.0,9,2,323,332,3.1,10,24
Khalil Brooks,34161,LB,MIDDLE TN,12,10,7.4,0,0,224,64.1,60.5,90.6,68.2,48.3,53.9,24.1,13,0,413,416,3.4,14,31
Andre Brown Jr.,34189,CB,INDIANA,13,4,8.5,0,0,190,65.6,65.3,84.0,46.6,68.8,66.0,16.7,2,0,133,134,0.0,0,6
Jovante Moffatt,34207,S,MIDDLE TN,12,11,7.1,0,0,224,68.5,63.0,87.4,67.2,53.3,68.3,14.8,13,0,420,423,4.3,18,64
Maliek Broady,34220,LB,NEVADA,11,3,3.4,0,0,239,62.3,63.8,81.5,70.0,59.3,88.8,15.4,2,0,86,86,5.8,5,8
Deamonte Lindsay,34228,ED,W VIRGINIA,3,0,2.0,0,0,343,54.4,50.8,76.0,71.4,46.1,49.7,33.3,1,0,13,13,7.7,1,2
Justin Bickham,34260,S,IOWA STATE,12,1,1.7,0,0,193,65.2,67.3,86.6,59.2,72.4,53.9,12.5,1,0,162,164,2.5,4,6
Wyatt Mazour,34261,HB,NEBRASKA,1,0,,0,0,238,,60.1,60.0,,60.0,,,0,1,2,2,0.0,0,0
Owen Rogers,34290,LB,BAYLOR,1,1,,0,0,118,60.0,77.4,66.6,60.0,77.6,73.2,0.0,0,0,4,4,0.0,0,0
Logan Wescott,34328,CB,ARK STATE,11,11,2.0,1,0,113,72.7,77.6,29.1,74.4,84.3,86.5,2.7,1,3,290,295,6.2,18,25
Adam Buirge,34330,S,N ILLINOIS,5,0,10.3,0,1,254,68.6,66.7,77.0,57.0,61.8,64.6,25.0,1,0,22,23,0.0,0,3
Reid Karel,34337,S,NEBRASKA,2,0,5.0,0,0,238,65.2,63.8,94.4,,59.3,50.5,0.0,0,0,8,8,12.5,1,2
P.J. Mbanasor,34347,CB,LOUISVILLE,3,0,16.7,0,0,210,48.0,54.2,73.9,58.3,70.4,81.2,0.0,0,0,18,18,5.6,1,3
Denzel Goolsby,34355,S,KANSAS ST,13,9,10.2,0,0,199,75.9,71.7,88.9,56.0,60.5,83.0,14.7,5,1,313,321,2.6,8,20
Darius Gilbert,34362,S,HOUSTON,2,0,6.0,0,0,182,65.3,66.8,73.2,,64.0,79.6,0.0,0,0,9,9,0.0,0,1
Marshe' Terry,34384,LB,N ILLINOIS,12,6,6.2,0,0,254,40.9,53.3,83.1,59.7,66.3,84.0,3.8,1,0,234,238,5.1,12,19
Denzel Johnson,34405,S,CLEMSON,14,3,12.1,1,1,140,68.7,70.2,21.1,55.8,76.4,81.4,5.3,1,1,138,144,0.7,1,15
Darryl Lewis,34437,S,LA TECH,13,8,6.3,0,1,208,80.0,78.4,88.3,57.9,73.0,88.9,8.6,3,0,268,271,3.0,8,24
Will Sunderland,34449,CB,TROY,11,0,9.7,1,0,318,79.2,79.2,45.7,,75.6,64.8,8.3,1,2,283,291,1.4,4,11
Andrew Martel,34478,LB,UTSA,12,9,5.2,0,0,331,48.4,40.1,58.5,53.9,39.3,76.2,7.4,4,1,338,344,5.9,20,41
Dev Lamour,34503,S,BUFFALO,3,0,,0,0,126,65.1,65.2,71.4,60.0,61.4,74.8,,0,0,12,12,0.0,0,0
Christian Campbell,34534,S,GA TECH,12,4,10.0,0,0,176,56.0,56.7,88.2,59.7,56.4,53.5,24.2,8,2,290,295,1.7,5,21
Donald Rutledge Jr.,34540,S,GA SOUTHRN,12,5,7.5,0,0,174,60.3,61.5,47.4,55.9,65.7,74.8,16.1,5,1,289,293,2.1,6,21
Adrienne Talan,34594,ED,UAB,11,2,3.3,0,0,321,82.8,82.6,0.0,84.3,68.9,74.8,16.7,1,2,43,43,4.7,2,3
Ferrod Gardner,34595,LB,LA LAFAYET,13,13,6.1,0,1,207,73.3,61.7,20.6,60.6,54.4,60.4,12.5,6,2,268,269,4.1,11,29
Zack Baun,34632,ED,WISCONSIN,14,6,1.9,1,0,349,86.9,89.6,15.9,90.9,77.5,71.4,12.5,6,7,282,285,10.3,29,36
Thad Abram,34655,ED,E MICHIGAN,5,0,5.0,0,0,160,49.6,49.9,79.9,55.6,52.1,26.9,50.0,1,0,23,25,0.0,0,1
Mykelti Williams,34664,S,N ILLINOIS,12,12,11.1,0,0,254,60.2,57.6,14.2,68.4,55.3,55.0,19.1,13,3,357,367,4.8,17,43
Jarvis Miller,34689,LB,UMASS,12,14,3.5,0,0,216,53.1,45.5,56.7,50.6,44.1,46.2,20.4,11,1,286,288,6.3,18,29
Brian Cole II,34696,CB,MISS STATE,12,6,4.5,1,1,227,51.3,59.2,57.6,71.6,74.0,68.4,18.8,6,4,298,301,4.0,12,20
Ross Matiscik,34710,LB,BAYLOR,5,0,0.3,0,0,118,70.1,69.1,75.1,57.7,63.7,58.6,25.0,1,0,18,18,16.7,3,3
Trent Shaw,34781,LB,USF,2,0,,0,0,327,65.8,67.6,67.6,59.3,60.0,75.8,,0,0,2,2,0.0,0,0
Ayron Monroe,34783,S,TEMPLE,13,10,5.9,0,0,306,69.3,70.7,16.4,,77.0,71.8,5.1,2,2,297,299,2.7,8,27
George Campbell,34785,WR,W VIRGINIA,1,0,,0,0,343,60.0,60.7,61.5,,60.0,,,0,0,1,1,0.0,0,0
Akeem Davis-Gaither,34788,LB,APP STATE,14,20,3.7,0,0,108,61.5,76.5,22.7,82.2,87.0,71.9,9.7,7,4,377,380,7.2,27,45
Jordan Glasgow,34816,LB,MICHIGAN,13,26,4.8,1,0,222,58.6,78.1,85.6,84.6,79.3,90.4,0.0,0,1,368,374,4.3,16,36
A.J. Smiley,34869,ED,TROY,7,2,4.0,0,0,318,58.9,65.5,85.8,60.1,69.5,84.2,0.0,0,0,79,80,7.6,6,7
Derrick Dillon,34886,WR,LSU,1,0,,0,0,211,,60.1,60.0,,60.0,,,0,0,1,1,0.0,0,0
Nolan Borgersen,34894,S,BOSTON COL,12,5,6.7,0,0,121,75.0,76.0,87.2,47.3,79.8,55.3,12.0,3,0,221,224,3.6,8,17
James Brunson,34896,WR,FAU,1,0,,0,0,165,,60.0,60.0,60.0,60.0,,,0,0,1,1,0.0,0,0
Jarrod Jones,34928,LB,ARMY,1,0,,0,0,114,60.0,62.9,60.7,60.0,60.0,,,0,0,1,1,0.0,0,0
Jack Freudenthal,34958,TE,WAKE,1,0,,0,0,339,,60.0,60.0,,60.0,,,0,2,1,1,0.0,0,0
Christian Irving,34962,LB,FIU,1,1,8.0,0,0,166,61.1,55.3,72.1,58.4,53.5,78.4,0.0,0,0,7,7,0.0,0,1
Chris Melton,35031,LB,MIDDLE TN,9,8,2.2,0,0,224,67.0,60.0,85.5,53.7,57.0,66.2,10.5,4,0,196,197,9.7,19,26
Philip Redwine-Bryant,35032,LB,OKLA STATE,3,1,2.7,0,0,262,90.8,90.8,71.0,57.6,80.2,82.0,0.0,0,0,10,11,20.0,2,3
Reakwon Jones,35041,LB,INDIANA,13,14,3.3,0,0,190,66.2,58.9,48.1,62.4,53.5,57.1,16.9,10,2,267,271,7.5,20,35
Armani Linton,35048,S,OLE MISS,7,0,11.0,0,0,226,56.1,55.9,81.4,59.2,53.4,46.1,50.0,1,0,16,16,0.0,0,1
Greg Reaves,35068,ED,USF,12,14,2.6,0,0,327,60.8,76.2,63.4,64.7,82.9,61.5,12.9,8,2,409,414,5.6,23,40
Bradrick Shaw,35088,HB,WISCONSIN,2,0,,0,0,349,,60.1,60.0,,60.0,,,0,0,2,2,0.0,0,0
Josh Butler,35097,CB,MICH STATE,11,0,7.3,3,0,223,66.5,68.2,84.3,49.0,76.4,76.0,11.1,1,7,199,204,2.0,4,8
Jamie King,35142,ED,N TEXAS,11,3,2.3,0,0,251,70.8,66.2,50.0,60.6,63.7,29.7,25.0,4,1,123,125,4.9,6,9
Ben Holt,35158,LB,PURDUE,12,18,3.6,0,0,273,49.5,58.1,61.5,61.5,63.6,59.7,15.2,14,1,424,432,7.8,33,60
Austin Rosa,35168,LB,RUTGERS,1,1,,0,0,278,,56.8,69.1,,57.3,73.6,0.0,0,0,5,5,0.0,0,0
JD Alexander,35169,ED,UNLV,1,0,3.3,0,0,325,66.4,62.2,79.8,60.6,55.6,80.2,0.0,0,0,18,18,11.1,2,3
Canon Jackson,35196,S,W KENTUCKY,1,0,7.0,0,0,346,64.3,59.3,70.3,,60.0,26.7,50.0,1,0,2,2,0.0,0,1
Franklin Agbasimere,35211,ED,MISSOURI,4,1,0.5,0,0,229,65.5,70.0,78.1,56.7,73.7,77.6,0.0,0,0,11,11,18.2,2,2
Trevis Gipson,35241,ED,TULSA,12,5,0.9,0,1,320,60.9,87.8,72.2,89.7,78.5,66.3,7.7,3,1,309,317,8.4,26,31
Collin Scott,35247,LB,LA TECH,13,11,2.6,0,0,208,48.7,54.8,0.0,54.5,65.7,62.3,12.8,6,3,294,296,7.8,23,30
Dana Levine,35250,ED,TEMPLE,12,2,1.2,0,0,306,68.9,69.4,19.8,72.0,65.9,50.5,14.3,3,4,202,203,6.4,13,16
Mohamed Barry,35283,LB,NEBRASKA,12,24,6.0,0,0,238,51.9,46.0,50.4,60.7,45.4,57.4,14.8,12,1,301,304,9.0,27,45
Eric Gallon II,35291,LB,KANSAS ST,4,1,2.0,0,0,199,54.7,41.1,77.7,63.9,29.1,27.7,50.0,2,0,13,13,7.7,1,1
Damien Smith,35331,LB,LOUISVILLE,4,0,3.0,0,0,210,43.1,59.0,72.2,59.1,83.3,73.2,0.0,0,0,7,7,14.3,1,1
