player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Kylan Stribling,42902,S,MIDDLE TN,10,12,0,73.7,0,0,224,0,0,75.6,72.6,85.7,53.8,66.0,68.0,0,1,1,1,28,16.7,9,2,1,88.9,14,0,0,90,1,139,302,18,0,0,18,0,82,284,8,155,110,16,33,1,19,1,1,136,70,9.7
Lorenzo Burns,42903,CB,ARIZONA,12,6,0,64.1,0,0,109,0,0,77.2,75.2,86.3,59.7,61.5,78.2,0,0,0,4,66,8.9,5,6,3,74.7,41,0,0,54,649,398,738,16,0,0,16,0,3,722,1,339,15,9,45,1,64,0,2,536,244,13.1
Daylon Johnson,42904,S,NEVADA,5,0,0,60.0,0,0,239,0,0,52.4,54.3,79.6,,60.0,82.6,0,0,0,0,30,0.0,0,0,0,141.7,3,0,0,15,0,49,82,0,0,0,0,0,45,82,0,33,22,0,5,0,5,0,1,60,26,20.0
Noah Spears,42906,ED,SMU,1,0,0,,0,0,287,0,0,,60.5,68.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
Joshua Bailey,42907,DI,IOWA STATE,7,0,0,,0,0,193,0,0,,55.0,75.1,58.1,55.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,17,16,13,3,0,0,0,1,6,11,0,0,0,0,0,0,0,0,0,
Rachuan Mitchell,42909,CB,SO MISS,12,2,0,53.7,0,0,296,0,0,67.7,68.3,86.1,60.0,67.5,77.8,2,2,0,2,35,7.1,2,9,3,83.0,29,0,0,35,651,401,712,23,0,0,23,0,0,689,19,292,2,4,24,1,54,4,3,429,123,14.8
Deon Edwards,42912,ED,ARKANSAS,3,0,0,0.0,0,0,111,0,0,42.9,53.3,77.3,60.0,62.7,77.4,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,9,0,4,33,18,0,0,18,0,0,15,1,28,6,3,3,2,1,0,0,0,0,
Dicaprio Bootle,42913,CB,NEBRASKA,12,15,0,56.8,1,1,238,0,0,69.2,68.8,87.0,59.2,64.3,56.3,1,1,0,0,26,20.0,9,5,2,113.4,25,0,0,103,560,406,811,8,0,0,8,0,83,803,6,399,57,4,21,0,44,2,7,257,94,10.3
Jahsen Wint,42914,LB,OHIO STATE,7,2,0,66.7,0,0,260,0,0,55.6,60.6,0.0,71.3,70.0,83.2,0,0,0,0,41,0.0,0,0,1,109.7,2,1,0,40,0,32,73,8,0,0,8,0,1,65,0,41,22,2,3,0,3,1,0,67,27,33.5
Javonte Lain,42916,DI,GA STATE,10,1,0,,0,0,175,0,0,,60.6,24.2,63.3,60.5,26.3,1,4,0,0,,40.0,2,0,1,0.0,0,0,0,0,0,0,128,127,0,15,23,89,0,1,69,59,0,1,2,0,0,5,0,0,0,
Kobe Burse,42924,LB,MIAMI OH,13,15,0,84.6,0,1,221,0,0,72.1,73.8,81.3,46.4,77.0,67.9,0,3,0,0,15,13.0,6,0,0,89.7,11,0,0,201,0,125,271,27,0,0,27,0,0,244,13,133,42,13,25,2,13,3,0,72,40,6.5
Travon Fuller,42926,CB,TEXAS A&M,7,0,0,66.7,1,0,312,0,0,56.8,57.4,74.7,,60.3,79.5,0,0,0,0,27,0.0,0,0,1,149.3,2,0,0,2,35,24,39,0,0,0,0,0,1,39,0,15,0,3,4,2,3,0,1,42,1,21.0
P.J. Hall,42928,S,TULANE,13,7,0,52.5,0,1,319,0,0,71.0,75.3,21.8,61.5,88.1,90.6,0,1,1,2,55,6.0,4,5,4,85.8,32,0,0,126,42,378,721,9,0,0,9,0,233,712,6,337,308,20,56,4,61,1,5,386,243,12.1
Nigel Warrior,42930,S,TENNESSEE,13,9,0,50.0,0,0,307,0,0,88.9,90.1,90.1,79.0,85.1,90.4,0,1,0,4,43,4.5,3,8,3,54.8,14,0,0,109,4,429,808,19,0,0,19,0,534,789,3,376,142,18,55,2,28,1,2,180,49,12.9
Jaylon McClain-Sapp,42931,CB,MARSHALL,11,2,0,20.0,0,0,214,0,0,73.5,68.5,9.9,,39.0,45.1,0,0,0,1,50,25.0,2,3,2,44.8,4,0,0,4,281,174,286,1,0,0,1,0,0,285,0,112,0,2,4,0,20,0,1,105,14,26.3
Chris Tooley,42936,CB,FAU,14,2,0,46.0,3,1,165,1,1,80.5,74.9,24.6,57.7,51.5,56.6,0,3,0,1,46,15.0,6,11,7,64.1,29,0,0,24,659,440,770,43,0,0,43,0,18,727,14,316,25,9,32,2,63,3,1,377,115,13.0
Kiondre Thomas,42937,CB,MINNESOTA,13,0,0,60.0,0,0,225,0,0,60.8,60.7,83.3,,58.0,69.2,0,0,0,1,37,12.0,3,1,2,66.8,15,0,0,10,316,179,342,4,0,0,4,0,3,338,0,163,8,2,22,1,25,0,0,188,36,12.5
Jamar Watson,42938,ED,KENTUCKY,13,7,0,92.9,0,1,202,1,0,76.2,81.6,69.7,89.5,66.6,49.9,4,28,0,0,20,27.3,12,0,1,89.9,13,6,0,22,7,107,539,343,0,0,343,0,0,196,172,260,167,23,25,6,14,38,0,78,67,6.0
Lawrence Stevens,42940,CB,RUTGERS,1,0,0,,0,0,278,0,0,,60.0,63.8,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Jacobi Francis,42941,CB,MEMPHIS,14,1,0,44.8,2,0,218,1,0,60.1,63.8,86.3,52.4,78.8,80.6,0,1,0,1,38,5.6,2,9,7,67.3,26,0,0,37,578,349,692,11,0,0,11,0,0,681,6,337,65,8,33,0,58,1,2,328,95,12.6
Jordan Happle,42942,S,BOISE ST,5,1,0,60.0,0,0,120,0,0,71.0,72.9,84.3,,74.6,58.7,0,0,0,0,22,18.5,5,2,0,96.8,9,0,0,73,0,184,306,1,0,0,1,0,129,305,0,122,103,12,21,1,15,0,1,81,40,9.0
Chris Brown,42952,S,TEXAS,10,5,1,56.8,0,0,311,1,0,75.6,66.1,14.5,57.0,49.5,40.4,1,2,0,1,75,23.8,15,0,2,73.5,25,0,0,162,6,309,567,41,0,0,41,0,159,526,39,219,198,13,43,2,44,3,1,274,155,11.0
Coney Durr,42953,CB,MINNESOTA,13,1,0,48.9,0,0,225,0,0,70.8,72.8,84.0,52.4,79.0,58.8,0,0,1,1,20,17.5,7,10,0,61.5,23,0,0,81,497,301,593,4,0,0,4,0,0,589,5,287,8,14,32,2,47,0,1,230,95,10.0
Noah Burks,42956,ED,WISCONSIN,14,6,0,57.1,0,0,349,0,0,68.5,65.3,24.3,56.5,72.8,46.2,2,8,1,1,13,22.7,10,2,5,62.5,8,3,0,10,0,110,546,520,0,0,519,1,0,26,213,223,16,25,28,5,14,13,1,63,31,7.9
Thomas Pickens,42970,S,MEMPHIS,14,7,0,86.4,1,1,218,0,0,58.4,58.1,89.0,77.5,47.1,59.7,2,9,0,1,36,15.9,7,0,4,93.0,19,2,0,129,1,193,532,125,0,0,125,0,0,407,54,285,277,19,30,1,22,13,0,239,130,12.6
Elias Reynolds,42976,LB,PITTSBURGH,3,1,0,0.0,0,0,268,0,0,65.3,64.6,80.4,64.2,57.8,57.3,1,0,0,0,,25.0,2,0,0,39.6,0,2,0,83,0,47,97,11,0,0,11,0,0,86,18,32,3,3,5,0,1,3,0,0,0,
Jared Dorsa,42981,LB,OHIO,11,27,0,64.5,0,0,259,0,0,58.6,63.8,86.3,57.5,66.7,60.9,2,8,0,0,41,15.5,13,3,0,110.0,20,1,0,636,0,285,672,13,0,0,13,0,4,659,69,318,19,28,44,5,31,11,2,243,108,12.2
Elijah Turner,42983,CB,CLEMSON,1,0,0,,0,0,140,0,0,,60.0,67.6,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,
Will Evans,42984,ED,OHIO,13,5,0,100.0,0,0,259,0,0,57.0,64.8,40.3,66.8,64.5,45.7,7,19,0,0,6,16.7,6,0,3,91.7,2,1,0,0,0,19,552,551,0,3,532,16,0,1,276,257,1,19,25,4,2,27,0,12,4,6.0
Isaac Garcia,42988,ED,OREGON ST,9,0,0,,0,0,265,1,0,70.6,67.2,80.6,58.8,66.8,71.9,2,2,0,0,,0.0,0,0,0,0.0,0,0,0,6,0,1,76,70,0,25,42,3,0,6,60,15,0,2,2,1,0,4,0,0,0,
Dylan Silcox,42991,LB,RICE,5,1,0,,0,0,275,0,0,70.2,57.0,86.1,54.2,44.6,48.9,0,1,0,0,,20.0,1,0,0,0.0,0,0,0,30,0,17,40,9,0,0,9,0,0,31,4,19,0,2,3,0,0,1,0,0,0,
Khalid Kareem,42993,ED,NOTRE DAME,13,9,2,,0,3,258,1,1,62.1,85.0,39.9,86.6,78.3,43.6,5,33,0,0,,20.0,8,0,3,0.0,0,6,0,2,0,1,561,559,0,44,438,77,0,2,309,251,0,21,23,4,0,44,0,0,0,
Amadeo West,42997,ED,ARMY,3,3,0,100.0,0,0,114,0,0,64.8,64.0,25.8,61.8,65.0,83.2,0,5,0,0,6,0.0,0,0,1,91.7,2,0,0,4,0,20,120,113,0,0,109,4,0,7,41,59,3,7,12,1,2,5,0,12,6,6.0
JoVanni Stewart,43001,CB,W VIRGINIA,4,6,1,72.7,0,0,343,0,0,69.3,70.3,83.8,59.4,70.4,66.2,0,0,0,0,39,11.1,2,1,0,91.5,8,0,0,41,10,95,203,20,0,0,20,0,1,183,7,101,131,3,10,0,11,0,0,76,58,9.5
Tyreic Martin,43002,DI,MIAMI FL,1,0,0,,0,0,220,0,0,,65.3,72.3,59.1,64.7,21.4,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,
Myles Reid,43006,LB,MIAMI OH,13,17,0,76.9,0,2,221,0,0,66.4,70.5,61.1,69.6,70.8,51.7,1,12,0,0,29,17.9,17,1,1,93.9,30,2,1,638,0,376,776,49,0,0,49,0,1,727,53,347,88,38,61,8,39,15,0,259,142,8.6
Damon Hayes,43007,CB,RUTGERS,12,1,0,45.2,2,0,278,1,0,62.9,59.4,53.4,55.0,48.2,57.7,0,1,0,2,58,20.0,7,4,7,61.1,28,0,0,75,584,341,744,25,0,0,25,0,0,719,8,395,59,9,27,1,62,1,2,358,135,12.8
Sci Martin Jr.,43008,ED,MISSOURI,2,1,0,,0,0,229,0,0,60.0,63.7,75.0,59.6,63.4,29.9,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,1,17,17,0,0,16,1,0,0,1,15,0,0,0,0,0,0,0,0,0,
James King,43009,ED,AKRON,3,0,0,50.0,0,0,102,0,0,71.6,68.0,80.4,53.5,65.1,61.3,0,1,0,0,7,20.0,1,0,0,58.3,1,0,0,1,1,4,40,23,0,0,23,0,0,17,3,33,14,4,4,1,2,1,0,7,5,7.0
Korey Charles,43011,CB,MISS STATE,3,0,0,100.0,0,1,227,0,0,83.1,76.7,0.0,,60.0,78.2,0,0,0,0,3,0.0,0,0,1,79.2,1,0,0,0,9,8,10,1,0,0,1,0,0,9,0,2,0,2,3,0,1,0,0,3,5,3.0
Elijah Hamilton,43012,CB,VANDERBILT,2,0,0,50.0,0,0,333,0,0,57.8,69.5,73.8,70.9,77.6,78.2,0,1,0,0,7,0.0,0,0,0,58.3,1,0,0,1,23,7,24,0,0,0,0,0,0,24,1,16,0,2,3,0,2,1,0,7,3,7.0
Tyler Gilchrist,43020,CB,AKRON,2,1,0,80.0,0,0,102,0,0,32.9,35.9,79.7,,61.5,75.1,0,0,0,0,12,0.0,0,0,0,137.1,4,0,0,0,0,10,20,0,0,0,0,0,0,20,0,10,18,0,1,0,5,0,1,37,20,9.3
Jonathon Cooper,43021,ED,OHIO STATE,4,0,0,,0,0,260,0,0,60.2,69.7,27.3,74.8,62.5,39.9,0,9,0,0,,20.0,1,0,1,0.0,0,0,0,0,0,2,121,121,0,1,115,5,0,0,70,49,0,1,4,0,0,9,0,0,0,
Marquel Dismuke,43025,S,NEBRASKA,12,15,0,46.4,0,1,238,1,0,73.9,73.4,87.4,54.1,70.9,67.3,1,0,0,0,36,14.6,13,4,1,66.1,13,0,0,202,2,382,776,31,0,0,31,0,387,745,11,383,154,19,61,1,28,1,0,170,58,13.1
Caleb Kelly,43026,LB,OKLAHOMA,4,1,0,0.0,0,0,261,0,0,60.4,52.6,0.0,59.9,48.4,40.0,0,1,0,0,,25.0,2,0,1,39.6,0,0,0,77,6,53,98,1,0,0,1,0,0,97,7,38,14,3,5,0,1,1,0,0,0,
Shawn Jennings,43027,LB,S ALABAMA,5,8,0,100.0,0,0,288,0,0,71.4,66.7,79.5,78.2,55.0,44.4,0,0,0,0,10,24.1,7,0,0,87.5,6,1,0,126,0,57,129,0,0,0,0,0,1,129,2,70,2,10,14,1,6,1,0,30,29,5.0
Tyree Rodgers,43031,S,VA TECH,6,1,0,33.3,0,0,337,0,0,52.1,54.3,76.3,,60.9,40.9,0,0,0,0,12,33.3,1,0,0,46.5,1,0,0,17,0,31,50,0,0,0,0,0,9,50,0,19,23,0,1,0,3,0,0,12,1,12.0
Ikenna Okeke,43040,LB,TEXAS A&M,1,0,0,,0,0,312,0,0,,64.7,66.0,,63.1,,0,0,0,0,,,0,0,0,0.0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,
Gage Kreski,43047,S,C MICHIGAN,11,6,0,66.7,0,0,134,0,0,63.8,71.0,83.3,58.6,84.5,59.7,0,0,0,2,18,12.1,4,0,0,82.9,6,0,0,68,4,137,252,0,0,0,0,0,132,252,1,114,48,7,23,1,9,0,1,60,30,10.0
Brandon Jones,43049,S,TEXAS,12,9,0,71.9,0,1,311,1,0,76.5,74.3,90.3,64.9,62.3,68.0,3,2,0,2,27,14.4,15,4,2,114.5,41,1,0,154,6,470,826,9,0,0,9,0,285,817,27,329,371,21,80,4,57,6,7,377,153,9.2
Elan Nash,43051,S,NAVY,13,4,0,80.0,0,0,237,0,0,61.3,65.9,88.0,61.9,77.3,80.1,4,1,0,0,51,7.7,2,1,0,118.8,8,1,0,65,0,149,260,82,0,0,82,0,74,178,29,82,39,11,20,0,10,6,0,155,42,19.4
Drake Spears,43054,LB,W MICHIGAN,13,24,0,80.5,0,0,347,1,0,73.0,59.3,61.4,54.5,50.7,71.4,1,4,1,2,30,11.3,11,3,1,92.8,33,1,0,762,2,413,867,36,0,0,36,0,0,831,56,398,67,37,62,2,41,6,2,297,192,9.0
Jared Mayden,43058,S,ALABAMA,12,13,0,60.6,0,1,103,0,0,80.1,79.7,87.8,65.0,76.0,73.8,1,2,0,4,34,14.5,10,3,0,50.3,20,0,0,259,10,449,800,15,0,0,15,0,242,785,11,340,273,9,46,0,33,3,1,215,125,10.8
Carlo Kemp,43059,DI,MICHIGAN,12,9,0,,1,1,222,1,0,56.0,73.6,18.6,80.9,71.5,73.6,7,11,0,0,,4.7,2,0,5,0.0,0,3,0,0,0,0,609,609,235,364,0,10,0,0,269,340,0,23,32,3,0,21,0,0,0,
Jamal Hicks,43062,S,COLO STATE,12,18,0,74.1,1,0,144,0,0,69.1,67.5,86.6,69.9,62.1,83.1,2,3,0,0,31,9.5,11,2,3,130.1,20,2,0,404,5,329,774,32,0,0,32,0,253,742,19,426,80,39,87,4,27,7,5,173,54,8.7
Jaron Bryant,43064,CB,FRESNO ST,12,5,0,60.6,0,1,169,1,0,75.2,73.5,87.1,56.2,58.0,59.4,0,0,0,1,62,15.3,9,7,1,94.6,43,0,0,38,786,473,855,14,0,0,14,0,4,841,2,380,13,14,45,2,71,0,5,417,82,9.7
Jestin Morrow,43067,CB,MARSHALL,3,0,0,,0,0,214,0,0,60.0,61.5,68.6,,60.5,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,6,1,9,0,0,0,0,0,0,9,0,8,1,0,0,0,0,0,0,0,0,
McTelvin Agim,43069,DI,ARKANSAS,12,6,0,,1,0,111,1,0,81.2,78.6,21.1,81.5,73.0,73.1,4,18,0,0,,5.4,2,0,4,0.0,0,7,0,1,0,0,532,531,145,330,0,56,0,1,267,265,0,30,29,5,0,29,0,0,0,
Brady Breeze,43073,S,OREGON,14,11,0,53.6,0,1,264,4,2,86.9,84.7,85.8,,75.6,71.1,0,1,1,2,22,14.1,9,1,1,33.8,15,0,0,148,6,283,485,0,0,0,0,0,241,485,0,202,88,16,44,0,28,1,0,113,63,7.5
Vernon Scott,43076,S,TCU,10,5,0,51.4,0,2,305,1,0,84.7,75.9,43.7,67.8,56.5,58.6,0,0,1,1,63,17.8,8,7,2,76.6,18,1,0,199,3,296,539,11,0,0,11,0,158,528,4,239,167,8,32,1,35,1,1,286,143,15.9
Tre Webb,43077,S,S JOSE ST,12,17,0,53.8,0,1,285,0,0,65.5,66.2,86.3,54.9,65.5,62.6,0,0,0,1,71,17.5,14,2,2,89.6,14,0,0,276,15,399,937,17,0,0,17,0,483,920,6,532,145,14,49,1,26,0,1,286,113,20.4
Kobe Marfo,43083,CB,RUTGERS,1,0,0,100.0,0,0,278,0,0,61.5,62.0,72.6,,60.0,77.9,0,0,0,0,8,0.0,0,0,0,94.4,3,0,0,1,16,11,17,0,0,0,0,0,0,17,0,6,0,0,3,0,3,0,0,20,2,6.7
Taji Stewart,43084,ED,S ALABAMA,3,1,0,75.0,0,0,288,0,0,66.3,71.9,86.2,68.4,70.0,65.0,2,2,0,0,6,10.0,1,0,0,77.1,3,1,0,1,0,22,109,98,0,0,98,0,0,11,29,58,9,4,8,0,4,5,0,7,20,2.3
Tim Hart,43085,LB,MEMPHIS,14,14,0,56.3,0,0,218,0,0,52.0,60.8,81.5,76.2,60.5,66.7,3,4,0,0,16,13.5,7,1,0,114.6,9,5,0,418,0,175,458,4,0,0,4,0,0,454,39,244,35,24,31,1,16,12,2,100,70,11.1
Moses Reynolds,43090,CB,TEXAS A&M,2,0,0,66.7,0,0,312,0,0,64.2,64.1,73.5,60.0,60.0,77.0,0,0,0,0,4,0.0,0,0,0,70.1,2,0,0,0,22,18,22,0,0,0,0,0,0,22,1,3,0,2,2,0,3,0,0,4,8,2.0
Brandon Hill,43098,LB,DUKE,9,16,1,68.8,0,0,154,0,0,71.7,72.1,37.8,72.5,67.6,50.3,5,11,0,0,17,20.3,12,1,1,81.5,11,1,0,376,3,196,408,11,0,1,10,0,0,397,42,170,18,20,31,3,16,17,0,85,71,7.7
D.J. Morgan,43099,LB,UCONN,10,13,1,54.5,0,1,146,2,0,67.2,54.6,87.2,75.4,40.0,52.3,2,4,0,0,12,18.3,11,3,0,92.6,6,2,0,454,3,201,531,53,0,0,53,0,0,478,53,277,20,20,36,6,11,8,1,39,20,6.5
Travis Whillock,43100,S,NWESTERN,11,19,0,83.3,1,1,256,1,0,61.4,70.2,87.0,66.4,81.9,82.3,0,0,0,0,32,9.8,9,0,1,140.6,20,1,0,360,1,383,723,6,0,0,6,0,211,717,13,327,145,27,64,4,24,1,4,198,52,9.9
Kevin Meitzenheimer,43102,LB,UTAH ST,13,18,0,73.2,0,1,329,0,0,49.2,48.6,66.5,55.3,50.2,65.4,0,8,0,1,77,13.1,14,0,1,91.8,30,2,0,953,1,422,1032,43,0,1,42,0,0,989,66,544,35,38,75,2,41,10,0,383,343,12.8
Shane Simmons,43103,ED,PENN STATE,13,5,0,100.0,0,0,266,0,0,67.1,66.1,84.9,56.9,69.4,82.8,1,4,0,0,12,0.0,0,0,0,93.8,2,0,0,1,0,13,244,241,0,4,232,5,0,3,130,101,2,10,12,3,2,5,0,13,6,6.5
DJ Daniels,43105,S,S ALABAMA,12,7,0,64.9,0,0,288,0,0,50.7,55.5,88.7,60.0,64.2,59.3,0,0,0,0,67,13.7,10,1,1,133.5,24,0,0,167,8,284,638,3,0,0,3,0,199,635,1,353,261,20,56,5,37,0,4,367,157,15.3
Donta Evans,43108,LB,OLE MISS,12,2,0,76.9,0,1,226,0,0,46.9,52.0,82.6,67.2,55.8,55.7,1,2,0,2,26,18.2,4,0,0,66.8,20,1,0,276,0,200,327,4,0,0,4,0,1,323,15,112,45,4,16,0,26,4,0,204,154,10.2
Devin Gil,43111,LB,MICHIGAN,6,2,0,100.0,0,0,222,0,0,64.8,77.0,74.7,69.2,78.8,83.0,0,0,0,0,10,0.0,0,0,0,81.9,3,0,0,45,0,18,54,3,0,0,3,0,0,51,3,33,6,5,6,0,3,0,0,11,12,3.7
Brock Miller,43112,LB,NC STATE,12,8,0,82.6,0,0,248,0,0,38.9,45.7,86.2,51.8,52.7,40.2,0,7,0,0,74,25.5,12,1,1,145.7,19,1,0,303,0,161,422,103,0,0,103,0,0,319,88,173,16,17,27,6,23,8,2,276,145,14.5
Martin Mangram,43114,S,UMASS,12,15,0,88.0,0,0,216,2,0,50.8,51.7,86.3,66.2,51.5,55.3,0,0,0,0,85,18.2,14,0,0,156.6,22,0,0,218,9,233,562,13,0,0,13,0,190,549,3,326,132,12,48,1,25,0,7,302,153,13.7
Chanse Sylvie,43115,CB,OKLAHOMA,5,0,0,100.0,0,0,261,0,0,46.7,46.2,79.7,53.9,51.7,79.6,1,0,0,0,25,0.0,0,0,0,158.3,5,0,0,10,0,33,54,5,0,0,5,0,0,49,4,17,38,2,4,0,5,1,1,89,51,17.8
Marquill Osborne,43116,CB,CHARLOTTE,13,9,0,51.0,1,1,136,0,0,69.6,74.8,85.5,61.0,88.5,59.0,0,0,0,3,58,15.8,9,7,4,84.8,26,0,0,90,600,323,726,11,0,0,11,0,0,715,8,395,24,13,39,2,51,0,5,392,170,15.1
Benny Walls,43119,S,TEMPLE,9,14,0,52.9,0,1,306,2,1,88.0,74.4,84.8,66.7,50.1,56.3,0,1,0,2,19,18.2,12,1,1,22.8,9,1,0,256,0,266,505,1,0,0,1,0,190,504,5,234,57,12,40,0,17,2,0,66,47,7.3
Trey Chapman,43128,CB,GA STATE,2,0,0,0.0,0,0,175,0,0,63.2,63.5,64.3,,,,0,0,0,0,,,0,0,0,39.6,0,0,0,1,0,3,3,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,
Alijah Halliburton,43139,S,WYOMING,13,33,1,66.7,0,0,351,1,0,56.2,69.9,63.1,72.9,83.8,87.1,4,4,0,2,36,9.1,12,1,2,75.7,24,2,0,439,7,493,936,71,0,0,71,0,321,865,38,405,98,44,87,7,36,10,1,276,148,11.5
Evan Jones,43140,CB,GA STATE,11,3,0,73.7,1,1,175,0,0,50.9,59.3,81.8,92.6,72.5,73.4,1,0,0,0,54,8.7,2,1,2,133.1,14,1,0,24,267,122,295,1,0,0,1,0,1,294,5,168,0,3,18,0,19,2,1,262,85,18.7
Sean Mahone,43146,S,W VIRGINIA,12,15,0,71.4,0,1,343,0,0,73.1,75.4,87.7,64.1,76.5,75.3,0,2,0,1,31,12.4,11,2,0,116.5,20,1,0,225,2,418,803,6,0,0,6,0,338,797,6,379,232,21,63,4,28,3,4,203,57,10.2
Keyvone Bruton,43150,S,TEMPLE,9,1,0,33.3,1,0,306,0,0,61.5,62.6,78.9,59.7,64.0,81.5,0,1,0,0,22,0.0,0,1,1,60.4,1,0,0,38,1,54,102,0,0,0,0,0,54,102,1,47,9,0,3,0,3,1,0,22,1,22.0
Tuf Borland,43158,LB,OHIO STATE,14,11,0,80.0,0,0,260,0,0,66.3,74.7,38.5,65.2,78.5,70.2,1,3,0,1,34,10.3,6,1,1,70.6,12,1,0,393,1,191,423,9,0,0,9,0,0,414,25,207,20,26,41,2,15,5,0,114,85,9.5
Brennan Thieneman,43166,S,PURDUE,12,9,0,42.9,0,1,273,0,0,55.9,58.9,85.0,57.4,62.7,64.1,0,1,0,0,45,13.2,7,1,0,103.3,6,0,0,175,0,204,457,13,0,0,13,0,179,444,3,250,90,7,37,1,14,1,1,140,72,23.3
Tristan Cooper,43171,S,ARIZONA,12,10,0,70.0,0,0,109,0,0,66.4,63.1,88.1,69.1,55.2,86.1,2,2,0,0,41,5.1,3,3,0,117.8,35,0,0,204,10,325,657,118,0,0,118,0,10,539,17,315,314,21,46,2,50,4,4,369,142,10.5
Ka'Darian Smith,43174,CB,HOUSTON,4,1,0,75.0,0,0,182,0,0,54.8,55.2,80.2,,58.1,46.5,0,0,0,0,56,25.0,3,0,0,156.3,9,0,0,2,122,89,138,0,0,0,0,0,14,138,0,49,0,1,8,0,12,0,2,195,89,21.7
Jack King,43178,ED,ARMY,7,1,0,50.0,0,0,114,0,0,54.2,64.9,78.8,63.3,71.5,77.4,0,0,0,0,10,0.0,0,0,0,64.6,1,0,0,2,0,7,29,22,0,0,22,0,0,7,6,16,5,0,1,0,2,0,0,10,4,10.0
Justin Clark,43185,CB,TOLEDO,2,1,0,25.0,0,0,316,0,0,50.3,52.9,73.6,,64.7,73.5,0,0,0,0,22,0.0,0,0,0,50.0,1,0,0,2,21,15,26,0,0,0,0,0,2,26,0,11,1,0,0,0,4,0,0,22,10,22.0
Nolan Turner,43187,S,CLEMSON,15,9,0,58.8,0,1,140,0,0,73.9,71.5,86.7,51.1,65.0,50.1,0,2,0,2,79,22.2,12,7,0,86.9,20,0,0,180,14,317,548,4,0,0,4,0,193,544,7,224,157,11,33,2,34,2,2,332,154,16.6
Ryan McWood,43189,LB,MIAMI OH,13,25,1,71.4,0,0,221,1,0,37.7,53.1,83.6,64.6,62.3,56.7,3,3,0,0,43,14.7,15,3,1,102.8,20,2,0,655,0,309,707,10,0,0,10,0,0,697,36,362,42,25,62,2,28,8,0,277,137,13.9
Amir Tyler,43191,S,TEMPLE,11,6,0,43.8,0,2,306,1,0,71.3,71.3,87.2,67.4,67.2,51.7,0,1,0,0,36,20.6,13,9,3,67.8,14,0,0,147,3,302,553,0,0,0,0,0,276,553,3,248,127,14,44,2,32,1,1,145,60,10.4
Akeam Peters,43193,S,KENT STATE,12,4,0,70.0,1,2,201,0,0,70.4,65.7,35.5,56.1,58.5,73.1,0,1,0,0,21,11.6,5,0,2,86.7,7,0,0,131,19,223,450,27,0,0,27,0,209,423,4,223,64,11,34,1,10,1,0,63,20,9.0
Isaiah Hayes,43194,S,LOUISVILLE,10,5,0,87.5,0,0,210,0,0,46.4,47.5,81.7,66.1,47.9,27.8,1,0,0,0,24,33.3,9,0,0,150.5,7,0,0,57,4,89,204,2,0,0,2,0,83,202,1,114,58,5,13,0,8,1,1,85,25,12.1
Quincy Lenton,43195,S,FLORIDA,4,0,0,,0,0,163,0,0,51.9,52.8,74.6,,56.8,27.4,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,23,0,16,35,0,0,0,0,0,8,35,0,19,4,0,0,0,0,0,0,0,0,
Richie Grant,43196,S,UCF,12,14,0,57.1,0,1,323,0,0,64.0,69.2,58.4,54.5,79.4,67.3,0,3,1,1,63,13.8,13,6,1,83.4,24,0,0,262,0,471,898,2,0,0,2,0,365,896,9,418,268,25,67,5,42,3,2,280,123,11.7
