player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
James Bowe Jr.,23787,S,UMASS,6,2,6.1,72.7,95.4,18.1,13.2,0,0,2,18.2,216,65.0,60.8,85.9,57.3,51.0,39.2,0,47,22.2,4,1,0,145.1,8,146,153,3,12,11,1,173,132,1.2,21.6
Tim Collins,23804,ED,W MICHIGAN,13,2,,,1.1,,,0,0,0,,347,69.9,72.7,59.3,65.0,71.7,62.2,0,,25.0,2,0,1,0.0,0,2,181,7,4,0,0,0,0,0.0,
Dontavious Jackson,24251,LB,FLORIDA ST,10,2,3.1,71.4,87.8,12.8,9.1,0,0,0,0.0,167,47.9,53.3,7.8,60.4,60.3,33.0,0,27,28.6,4,0,3,99.7,15,208,237,4,8,21,1,112,98,0.6,7.5
Alvinoski LaFleur,24504,S,E MICHIGAN,13,1,4.0,93.3,85.2,6.1,5.7,0,0,0,0.0,160,46.5,55.3,80.8,60.4,68.0,53.2,1,52,37.5,6,0,1,108.9,14,92,108,5,9,15,1,172,120,2.0,12.3
Shawn Featherstone,25441,S,AKRON,8,1,12.7,63.6,99.6,32.0,20.4,0,0,1,9.1,102,72.0,74.8,41.3,60.0,79.0,79.5,1,41,14.3,2,1,2,83.5,7,239,240,0,11,11,1,95,24,0.4,13.6
Alvin Davis Jr.,25442,S,AKRON,11,1,10.8,64.0,96.4,18.9,12.1,1,1,3,12.0,102,74.8,82.4,57.1,67.5,90.8,90.0,0,34,3.7,1,3,2,80.8,16,318,330,3,25,25,0,152,57,0.5,9.5
Anfernee Jennings,25449,ED,ALABAMA,13,3,5.4,75.0,20.8,11.8,8.9,4,2,2,25.0,103,68.6,86.9,0.0,88.2,88.6,67.0,1,37,18.2,2,2,10,64.6,6,77,371,11,6,8,0,76,41,1.1,12.7
Shyheim Carter,25451,CB,ALABAMA,13,8,10.4,57.7,93.9,11.6,6.7,0,1,4,7.7,103,73.0,75.0,89.5,58.7,80.6,60.0,1,31,15.6,5,2,0,83.1,30,372,396,10,19,52,3,271,146,0.8,9.0
Malik Lawal,25510,LB,TULANE,13,2,8.7,66.7,45.6,41.5,27.7,0,0,0,0.0,319,51.6,52.7,4.7,69.8,49.2,62.5,0,58,40.0,4,0,2,109.7,2,83,182,2,4,3,0,67,66,0.8,33.5
Tyler Whiley,25511,S,ARIZONA ST,7,2,13.5,83.3,86.6,11.2,9.3,0,0,0,0.0,110,45.2,52.6,0.0,62.2,71.1,80.0,0,48,0.0,0,0,1,154.9,5,58,67,1,3,6,2,70,43,1.3,14.0
Sean Adesanya,25543,ED,C MICHIGAN,14,0,3.5,50.0,2.5,10.0,5.0,0,0,0,0.0,134,68.5,75.3,29.6,77.5,66.7,35.1,1,3,40.0,2,0,5,16.7,1,10,400,9,3,2,0,3,2,0.3,3.0
Jameson Houston,25642,CB,BAYLOR,14,0,10.2,56.0,97.8,11.1,6.2,1,1,10,13.3,118,72.9,72.8,26.4,62.2,75.8,65.4,1,79,14.6,6,6,5,80.2,42,481,492,13,35,75,3,427,178,0.9,10.2
Bravvion Roy,25644,DI,BAYLOR,14,2,,,2.3,,,0,0,0,,118,58.6,88.4,77.0,83.7,85.6,82.0,0,,25.0,2,0,1,0.0,0,10,432,8,4,0,0,0,0,0.0,
Clay Johnston,25685,LB,BAYLOR,6,2,7.3,72.2,87.0,13.5,9.7,0,1,5,27.8,118,65.7,83.1,82.6,77.3,90.2,60.8,1,18,22.2,4,5,0,67.6,13,180,207,10,12,18,0,123,64,0.7,9.5
Chris Miller,25686,S,BAYLOR,13,1,16.6,41.7,97.1,77.4,32.3,1,0,2,16.7,118,63.9,65.7,0.0,52.2,78.3,74.1,0,27,20.6,7,2,4,92.0,5,401,413,4,26,12,1,79,20,0.2,15.8
Henry Black,25687,S,BAYLOR,14,3,10.0,54.3,96.5,26.6,14.5,1,0,2,5.7,118,88.0,82.7,61.4,60.2,76.6,68.0,1,28,10.0,3,2,2,63.9,19,523,542,7,24,35,1,159,99,0.3,8.4
Cam Jefferies,25700,CB,CINCINNATI,14,2,13.3,48.9,100.0,13.5,6.6,1,0,5,10.6,138,61.0,63.2,86.1,,71.8,50.0,1,75,20.0,4,5,4,104.7,23,336,336,4,14,47,4,478,201,1.5,20.8
Antonyo Sotolongo,25704,S,BOWL GREEN,9,2,4.3,90.9,95.7,15.2,13.8,0,0,0,0.0,122,56.1,53.9,19.7,53.4,54.0,33.6,0,44,30.8,8,0,1,158.3,10,155,162,2,16,11,2,144,99,0.9,14.4
Luc Bequette,25776,DI,CAL,13,1,,,1.2,,,1,0,0,,130,67.0,64.4,71.7,60.8,62.8,63.2,0,,0.0,0,0,2,0.0,0,5,423,2,6,0,0,0,0,0.0,
Zeandae Johnson,25779,DI,CAL,13,1,,,0.8,,,0,1,1,,130,65.2,75.0,86.3,67.6,73.8,49.9,0,,25.0,1,1,0,0.0,0,3,381,6,2,0,0,0,0,0.0,
Michael Oliver,25893,LB,C MICHIGAN,14,3,5.8,71.8,89.8,11.1,8.0,0,0,2,5.1,134,62.0,66.9,86.3,58.8,68.3,47.7,1,54,21.4,6,1,1,92.0,28,325,362,13,19,39,1,302,215,1.0,10.8
Willie Edwards,26004,CB,APP STATE,4,0,18.6,60.0,100.0,10.3,6.2,0,0,1,20.0,108,70.4,70.6,76.2,,62.2,48.1,1,34,25.0,1,0,0,49.2,3,33,33,2,3,5,0,44,4,1.4,14.7
Tre Hornbuckle,26138,ED,DUKE,11,2,,,0.5,,,0,0,0,,154,66.4,72.9,45.2,64.0,75.7,59.3,0,,22.2,2,0,2,0.0,0,1,205,10,5,0,0,0,0,0.0,
Trevon McSwain,26142,DI,DUKE,12,1,,,0.4,,,0,0,0,,154,60.5,74.8,67.9,80.9,66.8,46.7,0,,50.0,2,0,1,0.0,0,1,256,4,1,0,0,0,0,0.0,
Jordan Hayes,26143,S,UCF,8,1,5.0,28.6,94.8,43.5,12.4,0,0,1,14.3,323,59.2,58.2,81.5,55.4,56.2,52.3,0,17,16.7,1,0,0,42.0,2,92,97,0,4,7,0,25,19,0.3,12.5
Koby Quansah,26145,LB,DUKE,12,3,7.8,61.5,74.7,18.1,11.1,1,1,2,7.7,154,47.9,64.6,35.7,56.9,77.3,68.4,0,21,30.0,6,1,3,80.1,16,304,407,4,11,26,0,167,109,0.6,10.4
Dylan Singleton,26147,S,DUKE,12,3,8.3,81.5,95.6,16.7,13.6,0,0,1,3.7,154,57.7,59.5,58.2,60.3,61.9,57.3,0,62,14.7,5,0,1,144.8,22,389,407,7,26,27,4,250,117,0.7,11.4
Colby Gore,26197,CB,E CAROLINA,10,3,14.9,59.6,95.3,9.0,5.4,0,0,5,8.8,156,56.2,51.2,17.5,45.5,41.5,69.1,1,66,9.5,4,2,4,111.0,34,325,341,4,35,57,4,590,188,1.9,17.4
Kendall Futrell,26199,ED,E CAROLINA,12,1,3.5,100.0,0.7,1.0,1.0,0,0,0,0.0,156,64.4,86.8,67.3,85.5,80.4,71.5,0,20,20.0,2,0,2,110.4,2,3,413,16,7,2,0,21,14,10.5,10.5
Kevin McGill,26334,CB,E MICHIGAN,11,4,12.2,48.6,99.1,17.3,8.4,1,0,8,21.6,160,79.5,72.5,50.6,68.9,48.8,57.5,1,38,14.3,3,2,5,60.8,18,333,336,5,14,37,1,181,96,0.6,10.1
Jalen Phelps,26343,S,E MICHIGAN,4,0,8.8,88.9,100.0,6.3,5.6,0,0,0,0.0,160,59.9,62.0,82.0,,65.2,66.5,0,23,12.5,1,0,0,101.9,8,52,52,1,7,9,0,76,39,1.5,9.5
Clay Holford,26345,ED,E MICHIGAN,3,0,5.0,0.0,2.1,,1.0,0,0,1,100.0,160,88.9,66.0,81.2,60.7,55.7,78.7,1,,0.0,0,1,0,0.0,0,1,48,1,2,1,0,0,0,0.0,
Brody Hoying,26348,S,E MICHIGAN,13,3,5.2,70.5,88.5,9.4,6.6,1,2,4,9.1,160,75.7,77.0,55.3,77.4,76.5,60.9,4,22,20.0,7,4,1,45.1,31,308,348,11,25,44,0,234,165,0.8,7.5
Kevin McCrary,26396,DI,FAU,13,0,13.0,100.0,1.8,2.0,2.0,0,0,0,0.0,165,55.9,64.4,82.5,63.8,65.4,39.3,0,18,100.0,1,0,0,118.8,1,2,110,2,0,1,0,18,5,9.0,18.0
Kylan Johnson,26452,LB,PITTSBURGH,13,4,4.9,40.0,71.3,51.5,20.6,0,0,2,13.3,268,81.1,75.3,83.5,68.2,67.7,63.8,0,40,14.3,2,1,0,53.5,6,333,467,11,8,15,0,65,55,0.2,10.8
Jeremiah Moon,26453,ED,FLORIDA,9,2,12.5,16.7,35.0,75.0,12.5,1,1,1,16.7,163,76.5,68.5,65.6,68.0,58.6,76.4,0,6,11.1,1,1,1,39.6,1,77,220,6,6,6,0,6,3,0.1,6.0
David Reese II,26454,LB,FLORIDA,13,3,3.5,73.5,86.1,8.6,6.3,0,0,1,2.0,163,62.1,69.4,83.0,51.4,78.3,66.7,0,52,13.3,4,0,0,96.0,36,321,373,9,23,49,1,305,192,1.0,8.5
Jeawon Taylor,26455,S,FLORIDA,11,1,13.3,50.0,94.5,32.6,16.3,0,0,1,7.1,163,63.9,66.1,83.8,64.6,67.5,51.8,0,25,23.5,4,1,0,101.5,7,239,253,4,12,14,1,114,38,0.5,16.3
Marcus Lewis,26457,CB,MARYLAND,10,5,11.5,63.5,98.7,8.6,5.5,0,0,2,3.8,215,57.9,61.4,86.0,56.5,74.6,57.2,2,35,10.3,3,1,2,83.6,33,297,301,4,21,52,2,397,138,1.4,12.0
David Curry,26573,LB,GA TECH,12,5,1.4,82.8,76.0,10.2,8.4,0,0,1,3.4,176,65.2,64.4,54.1,64.2,62.5,71.2,1,33,8.0,2,1,1,95.8,24,260,342,10,18,29,1,223,206,0.9,9.3
Rojesterman Farris II,26587,CB,HAWAII,14,4,14.1,54.9,99.8,12.2,6.7,0,2,9,12.7,180,75.7,77.9,86.5,58.1,84.0,90.0,1,75,3.0,1,6,3,87.8,39,497,498,4,28,71,2,620,174,1.3,15.9
Solomon Matautia,26631,LB,HAWAII,15,4,3.3,82.4,83.5,11.0,9.1,0,0,0,0.0,180,64.2,65.0,89.7,64.7,63.4,65.7,2,26,13.8,4,0,0,83.6,28,323,387,8,21,34,1,258,177,0.8,9.2
Patrick Nelson,26699,LB,SMU,13,4,7.1,70.2,82.9,13.2,9.3,0,0,2,4.3,287,63.9,74.5,65.2,90.7,73.7,60.9,1,68,31.4,11,2,2,117.1,33,456,550,20,20,47,4,417,281,1.0,12.6
Cam Watkins,26701,CB,VANDERBILT,12,2,12.2,60.0,98.7,7.8,4.7,0,0,3,10.0,333,59.5,61.0,18.5,54.6,71.4,55.4,0,70,29.4,5,3,1,134.3,18,149,151,2,10,30,3,352,159,2.5,19.6
Reggie Walker,26885,ED,KANSAS ST,13,1,-2.7,66.7,5.2,8.0,5.3,0,0,0,0.0,199,61.1,69.7,73.0,72.0,64.1,49.8,0,5,42.9,3,0,1,70.1,2,16,310,5,3,3,0,6,14,0.4,3.0
Jamal Parker Jr.,26946,CB,KENT STATE,13,1,16.8,52.2,96.6,14.5,7.5,3,2,9,19.6,201,68.4,67.7,50.4,50.0,68.8,76.1,3,54,7.7,2,6,9,77.2,24,372,385,3,23,46,3,409,126,1.2,17.0
Michael Divinity Jr.,27046,ED,LSU,6,1,1.0,100.0,44.7,10.5,10.5,0,0,0,0.0,211,54.6,65.8,39.8,61.2,81.6,74.6,0,19,22.2,2,0,1,100.0,6,71,159,6,6,6,0,48,42,0.8,8.0
Isaiah Rodgers,27069,CB,UMASS,12,5,17.3,49.0,99.7,12.1,5.9,0,2,6,12.2,216,65.5,67.1,85.4,60.0,70.2,57.2,4,52,17.2,5,6,2,64.5,24,299,300,2,19,49,3,414,83,1.4,17.3
Jonathan Wilson,27127,DI,MEMPHIS,14,0,,,0.4,,,0,0,0,,218,59.5,73.6,85.0,77.1,66.7,35.1,0,,100.0,4,0,0,0.0,0,1,284,4,0,0,0,0,0,0.0,
Bryce Huff,27128,ED,MEMPHIS,14,0,,,1.8,,,0,0,0,,218,66.2,89.0,65.0,90.3,78.6,68.7,0,,80.0,4,0,2,0.0,0,7,388,8,1,0,0,0,0,0.0,
Austin Hall,27129,LB,MEMPHIS,13,7,6.4,79.4,82.4,10.8,8.6,0,1,6,17.6,218,76.7,68.9,87.9,73.2,54.5,77.8,2,31,3.8,1,5,0,99.6,27,308,374,7,18,34,2,309,149,1.1,11.4
Raequan Williams,27300,DI,MICH STATE,13,1,,,0.3,,,1,0,1,,223,60.8,74.0,40.1,76.9,69.6,28.5,0,,50.0,3,0,3,0.0,0,1,353,7,2,0,0,0,0,0.0,
Reuben Jones,27371,ED,W VIRGINIA,12,0,,,2.0,,,1,0,0,,343,58.5,62.1,52.8,65.6,59.5,81.8,0,,60.0,3,0,2,0.0,0,5,244,4,2,0,0,0,0,0.0,
Lavert Hill,27374,CB,MICHIGAN,12,0,12.3,45.2,98.9,18.4,8.3,1,3,9,29.0,222,72.0,69.5,85.7,53.9,56.1,85.8,3,42,0.0,0,9,9,39.7,14,274,277,2,11,31,1,214,68,0.8,15.3
Michael Dwumfour,27376,DI,MICHIGAN,10,0,,,0.9,,,0,0,0,,222,59.9,74.2,17.4,75.2,73.6,47.9,0,,100.0,1,0,2,0.0,0,1,113,0,0,0,0,0,0,0.0,
Joshua Uche,27379,ED,MICHIGAN,13,0,13.2,66.7,26.2,17.5,11.7,2,0,1,16.7,222,64.1,84.2,21.1,91.4,68.8,65.7,0,22,33.3,2,1,3,102.1,4,73,279,9,4,6,0,64,46,0.9,16.0
Ronnell Perkins,27441,LB,MISSOURI,12,1,7.9,46.2,84.0,24.7,11.4,0,0,2,15.4,229,75.8,65.1,89.1,62.2,48.3,42.9,2,16,14.3,1,2,0,17.0,6,158,188,2,5,13,0,50,19,0.3,8.3
DeMarkus Acy,27442,CB,MISSOURI,10,1,10.5,55.3,98.6,9.6,5.3,1,3,6,15.8,229,61.2,63.0,84.3,52.6,69.8,32.9,0,48,28.6,4,4,1,81.5,21,217,220,5,9,38,1,224,128,1.1,10.7
Lucas Weber,27625,LB,NEVADA,6,1,1.4,80.0,67.5,10.0,8.0,0,0,1,10.0,239,55.7,59.5,32.4,63.2,62.7,57.2,0,21,33.3,2,0,1,90.8,8,85,126,3,3,10,0,58,54,0.7,7.3
Alex Hart,27631,LB,NEW MEXICO,12,8,6.5,75.0,79.6,15.0,11.2,0,0,4,14.3,241,58.7,69.1,87.1,70.5,69.2,66.6,1,50,5.0,1,2,0,117.6,21,331,416,11,11,28,2,296,169,0.9,14.1
Jarius Morehead,27752,S,NC STATE,12,6,8.7,63.6,94.9,38.7,24.6,0,0,0,0.0,248,58.6,59.6,45.0,75.2,58.6,46.3,0,13,9.1,2,0,2,115.2,7,279,294,3,14,11,2,54,21,0.2,7.7
Taylor Robinson,27804,S,N TEXAS,10,4,12.8,63.6,99.7,15.0,9.5,1,1,5,15.2,251,43.8,42.3,48.3,75.7,40.3,48.2,1,59,16.1,5,5,4,113.8,21,337,338,5,22,33,3,325,134,1.0,15.5
Quintin Wynne,27823,ED,N ILLINOIS,10,0,3.8,50.0,9.1,10.5,5.3,0,0,0,0.0,254,56.3,66.5,70.6,57.6,74.3,61.7,0,8,40.0,2,0,1,56.3,2,22,242,3,3,4,0,9,8,0.4,4.5
Trayshon Foster,27831,S,N ILLINOIS,12,3,12.6,46.2,96.4,25.1,11.6,0,2,1,3.8,254,63.7,60.1,0.0,84.2,53.6,75.2,0,40,7.1,1,1,5,82.5,12,320,332,3,10,26,1,182,46,0.6,15.2
Trequan Smith,27833,S,N ILLINOIS,6,0,11.5,50.0,91.3,21.0,10.5,0,0,0,0.0,254,37.9,30.6,75.3,56.9,32.1,48.0,0,9,50.0,1,0,0,62.5,1,21,23,0,1,2,0,9,6,0.4,9.0
Joe Gaziano,27949,ED,NWESTERN,12,2,7.7,50.0,12.5,15.3,7.7,1,1,1,16.7,256,62.7,85.6,75.3,81.0,85.1,67.7,0,20,60.0,6,1,1,73.6,3,46,369,8,2,6,0,43,16,0.9,14.3
Trent Goens,27950,ED,NWESTERN,4,1,-0.5,100.0,16.3,7.0,7.0,0,0,0,0.0,256,67.0,71.9,82.1,60.7,73.3,82.2,0,4,0.0,0,0,0,79.2,2,14,86,2,2,2,0,6,7,0.4,3.0
Nathan Fox,27953,LB,HOUSTON,1,0,,,77.8,,,0,0,0,,182,62.5,66.4,73.1,67.5,60.6,27.5,0,,,0,0,0,0.0,0,7,9,0,0,0,0,0,0,0.0,
Trae Williams,27962,CB,NWESTERN,9,0,11.5,68.8,99.6,9.6,6.6,0,0,4,12.5,256,58.9,57.9,84.0,60.0,51.4,51.9,0,50,23.5,4,3,1,134.6,22,227,228,2,13,32,4,274,79,1.3,12.5
Josh Norwood,28076,S,W VIRGINIA,10,1,10.8,61.5,98.2,12.9,7.9,0,0,6,23.1,343,61.9,67.4,0.0,55.1,79.9,70.4,1,81,14.3,3,5,2,104.3,16,216,220,2,17,26,2,258,85,1.3,16.1
Rodjay Burns,28078,LB,LOUISVILLE,13,3,4.6,74.3,75.7,10.2,7.5,1,1,2,5.7,210,74.4,70.1,63.2,68.2,65.6,67.4,1,81,18.5,5,1,1,115.9,26,271,358,10,19,35,3,296,209,1.1,11.4
Justin Hilliard,28079,LB,OHIO STATE,10,0,3.5,66.7,84.4,9.0,6.0,0,0,0,0.0,260,80.7,78.5,77.4,57.1,73.2,75.4,1,3,25.0,1,0,0,30.6,4,38,45,2,3,6,0,5,4,0.1,1.3
Damon Arnette,28080,CB,OHIO STATE,13,3,10.9,44.6,99.4,13.3,5.9,0,1,11,19.6,260,73.8,74.1,42.7,85.3,68.2,63.3,1,46,11.1,3,7,4,60.6,25,345,347,6,21,56,1,306,79,0.9,12.2
Malik Harrison,28081,LB,OHIO STATE,14,1,4.0,68.0,80.4,18.1,12.3,0,1,4,16.0,260,77.1,82.8,58.0,65.5,87.5,63.5,0,53,16.7,3,4,1,122.1,17,319,397,12,14,25,2,220,146,0.7,12.9
Keandre Jones,28092,ED,MARYLAND,12,1,5.9,80.0,18.8,9.1,7.3,0,1,1,10.0,215,62.0,82.1,92.1,73.0,87.4,84.5,0,28,7.1,1,1,0,146.3,8,73,388,12,12,10,2,96,42,1.3,12.0
Mark Jackson Jr.,28095,ED,OKLAHOMA,4,0,,,30.8,,,0,0,0,,261,61.4,57.1,78.2,62.2,52.4,72.2,0,,,0,0,0,0.0,0,4,13,0,0,0,0,0,0,0.0,
Gus Cumberlander,28247,ED,OREGON,5,2,,,1.0,,,0,0,0,,264,60.6,77.0,30.6,74.3,75.8,79.4,0,,0.0,0,0,1,0.0,0,1,99,1,0,0,0,0,0,0.0,
Drayton Carlberg,28248,DI,OREGON,14,2,,,0.3,,,0,0,0,,264,68.0,73.4,85.8,70.2,66.3,37.6,0,,0.0,0,0,0,0.0,0,1,345,5,1,0,0,0,0,0.0,
Troy Dye,28251,LB,OREGON,13,7,4.2,71.4,76.7,14.1,10.1,0,1,3,8.6,264,75.1,76.3,14.9,75.4,72.4,69.3,2,28,22.2,8,3,3,74.2,25,371,484,13,21,35,1,226,185,0.6,9.0
Robert Windsor,28310,DI,PENN STATE,13,2,,,0.3,,,1,0,0,,266,52.0,75.7,71.7,80.5,68.5,75.5,0,,20.0,1,0,1,0.0,0,1,361,4,2,0,0,0,0,0.0,
Garrett Taylor,28311,S,PENN STATE,13,3,7.6,62.1,98.5,24.2,15.0,0,2,0,0.0,266,67.3,77.3,87.2,70.8,90.2,84.6,1,66,16.2,6,0,0,81.8,18,455,462,7,28,29,1,215,118,0.5,11.9
Roe Wilkins,28429,ED,ARIZONA ST,13,0,,,2.5,,,0,0,0,,110,59.2,63.2,68.5,60.2,64.9,28.2,0,,25.0,1,0,1,0.0,0,7,283,2,3,0,0,0,0,0.0,
Myles Adams,28430,DI,RICE,12,2,-7.0,100.0,1.0,3.0,3.0,0,0,0,0.0,275,60.7,84.8,85.3,71.5,87.9,80.0,0,0,0.0,0,0,0,79.2,1,3,313,2,1,1,0,0,7,0.0,0.0
Najee Clayton,28437,LB,W MICHIGAN,13,1,6.4,88.9,76.1,14.0,12.4,0,0,0,0.0,347,47.7,60.9,81.3,60.4,74.5,74.5,2,22,20.0,1,0,0,112.7,8,118,155,2,3,9,1,105,64,0.9,13.1
Matt Bahr,28617,LB,KENT STATE,11,4,6.1,76.9,82.9,14.7,11.3,0,0,1,7.7,201,56.6,61.5,39.7,62.1,64.6,68.8,0,24,7.7,1,1,1,128.7,10,155,187,3,8,13,1,115,50,0.8,11.5
Will Dawkins,28645,S,UAB,10,6,11.3,50.0,98.8,30.0,15.0,0,0,1,6.3,321,70.1,71.0,84.5,67.1,69.6,64.3,1,56,15.8,3,1,0,58.6,8,255,258,3,10,16,0,157,105,0.7,19.6
Cornelius Sturghill,28784,CB,LOUISVILLE,10,0,9.2,60.9,98.7,10.5,6.4,0,0,3,13.0,210,68.5,64.1,81.8,55.6,45.0,51.5,0,34,0.0,0,2,1,82.7,14,148,150,7,17,23,0,165,52,1.1,11.8
Richard Moore,28853,LB,SMU,3,1,3.8,83.3,83.5,8.8,7.3,0,0,1,8.3,287,56.4,62.1,78.9,63.2,69.6,57.5,0,21,37.5,3,1,0,132.3,10,91,109,4,4,12,1,109,85,1.2,10.9
Bryan London II,28856,LB,TEXAS ST,12,2,5.4,82.8,90.8,12.9,10.7,0,0,0,0.0,314,50.4,72.5,87.5,61.6,79.8,70.0,1,28,25.0,6,0,0,128.5,24,324,357,7,16,29,5,255,150,0.8,10.6
Diamon Cannon,28863,LB,TULSA,12,1,0.6,80.0,76.1,9.8,7.9,0,0,2,10.0,320,75.4,70.1,82.8,55.6,68.5,63.6,0,15,12.5,2,2,0,86.0,16,178,234,7,13,20,0,93,107,0.6,5.8
Nevelle Clarke,28931,CB,UCF,11,0,13.2,46.3,99.7,14.9,6.9,1,2,9,16.7,323,72.7,74.6,86.8,59.4,79.2,38.8,2,49,33.3,7,6,4,76.1,25,388,389,6,14,54,4,339,36,0.9,13.6
Brendon Hayes,28933,ED,UCF,12,0,0.0,50.0,2.0,6.0,3.0,1,0,0,0.0,323,59.3,68.2,26.1,72.9,64.9,54.3,0,18,33.3,1,0,4,81.3,1,6,297,8,2,2,0,18,19,3.0,18.0
Evan Austrie,28985,S,UNLV,12,2,10.1,51.2,92.0,17.8,9.1,0,1,6,14.0,325,86.3,78.1,85.9,68.4,64.3,69.4,0,37,12.9,4,6,1,74.5,22,414,450,10,25,43,1,227,99,0.6,10.3
Soli Afalava,28986,ED,UNLV,1,0,-3.0,100.0,100.0,2.0,2.0,0,0,0,0.0,325,63.2,54.5,77.8,,49.6,31.9,0,9,0.0,0,0,0,104.2,1,2,2,0,1,1,0,9,12,4.5,9.0
Javin White,28987,S,UNLV,12,1,8.7,62.8,93.5,7.1,4.5,1,2,11,12.8,325,62.6,64.4,0.0,75.6,71.3,54.1,3,80,17.5,7,10,8,79.0,54,406,434,16,32,86,3,568,329,1.5,10.5
Jericho Flowers,28988,CB,UNLV,12,2,14.3,51.7,99.1,9.2,4.8,1,1,13,14.9,325,61.5,57.6,56.1,67.5,40.0,67.5,4,53,10.0,5,10,6,58.3,45,435,439,12,43,87,0,673,147,1.6,15.0
Jack Jones,29050,CB,ARIZONA ST,13,0,10.2,65.3,98.9,6.9,4.5,0,1,14,18.7,110,71.3,71.2,85.0,52.0,66.4,65.6,3,40,17.1,7,11,2,98.1,49,355,359,13,34,75,6,568,235,1.7,11.6
Ykili Ross,29051,CB,UTEP,9,3,12.0,69.2,99.4,9.4,6.5,0,0,1,3.8,330,59.5,57.2,0.0,60.0,57.0,47.4,2,30,18.8,3,1,5,98.2,18,176,177,2,10,26,4,193,32,1.1,10.7
Kirk Livingstone,29052,ED,USF,12,1,,,0.9,,,0,0,0,,327,61.8,87.2,66.5,69.9,90.9,64.8,0,,0.0,0,0,1,0.0,0,2,229,2,2,0,0,0,0,0.0,
Malik Dixon,29053,S,RUTGERS,10,0,17.8,80.0,98.6,32.8,26.2,0,2,1,20.0,278,47.0,53.2,83.5,59.0,65.9,65.8,0,31,23.1,3,1,0,158.3,4,141,143,0,10,5,1,77,3,0.6,19.3
Adam Shuler,29321,DI,FLORIDA,13,0,,,0.4,,,1,0,0,,163,64.0,66.7,66.5,58.9,69.1,62.6,0,,33.3,1,0,1,0.0,0,1,254,5,2,0,0,0,0,0.0,
Zach Sandwisch,29368,ED,W VIRGINIA,3,0,,,41.7,,,0,0,0,,343,61.9,49.0,78.6,60.2,43.7,73.0,0,,,0,0,0,0.0,0,5,12,0,0,0,0,0,0,0.0,
Deonte Holden,29464,ED,NC STATE,11,0,,,0.7,,,0,0,0,,248,60.1,51.8,82.0,55.4,47.4,55.3,0,,66.7,2,0,0,0.0,0,1,135,2,1,0,0,0,0,0.0,
D'Wayne Eskridge,29573,CB,W MICHIGAN,3,3,9.3,58.8,97.3,6.5,3.8,0,0,2,11.8,347,58.7,57.2,79.5,75.0,47.4,54.5,0,15,10.0,1,2,2,109.6,10,71,73,2,6,17,3,77,56,1.2,7.7
Josiah Hall,29620,ED,WYOMING,11,0,,,2.0,,,0,0,0,,351,60.5,71.6,87.0,55.7,81.5,84.4,0,,,0,0,0,0.0,0,4,201,4,0,0,0,0,0,0.0,
Logan Wilson,29623,LB,WYOMING,13,4,7.3,66.1,89.8,12.3,8.1,0,3,5,8.9,351,81.4,90.6,37.9,85.6,91.6,77.3,4,37,10.5,4,5,2,70.6,37,474,528,10,30,56,2,421,192,0.9,11.4
Marshaun Cameron,30624,CB,COLO STATE,12,2,12.8,57.1,97.0,12.3,7.0,1,0,4,11.4,144,67.0,70.3,87.2,64.1,77.6,91.0,0,50,0.0,0,4,2,102.8,20,258,266,4,14,35,2,286,144,1.2,14.3
Joey Banks,31453,S,BUFFALO,13,2,11.0,71.4,98.7,17.5,12.5,0,0,2,7.1,126,68.4,75.9,48.3,73.6,84.6,90.2,3,52,3.2,1,1,1,110.7,20,371,376,10,28,28,5,330,128,0.9,16.5
Darreyl Patterson,32854,CB,KANSAS ST,9,0,15.2,50.0,100.0,24.7,12.3,0,0,1,16.7,199,71.2,72.4,79.4,,72.7,68.4,1,14,12.5,1,1,1,22.2,3,76,76,1,7,6,0,26,-1,0.4,8.7
Taj Jones,32969,CB,SO MISS,4,0,14.0,100.0,100.0,4.0,4.0,0,0,0,0.0,296,61.3,67.5,74.4,,77.5,79.3,0,34,0.0,0,0,0,158.3,3,12,12,1,2,3,1,42,2,3.5,14.0
Dane Jackson,32989,CB,PITTSBURGH,13,2,10.5,47.4,97.9,17.9,8.5,1,1,13,22.8,268,77.2,79.2,55.7,57.3,89.9,64.1,1,32,23.3,7,7,8,83.8,27,514,525,8,21,57,5,278,153,0.6,10.3
Clayton Johnson,33000,CB,UTSA,12,2,13.3,62.5,97.0,12.2,7.6,0,0,0,0.0,331,49.9,51.3,25.1,78.6,57.2,35.0,0,77,31.6,6,0,2,130.9,15,192,198,1,11,24,2,282,116,1.5,18.8
Zamore Zigler,33012,CB,S JOSE ST,11,0,13.8,60.5,99.5,7.6,4.6,0,0,5,11.6,285,65.3,65.0,84.2,59.0,60.4,48.8,0,62,22.2,6,3,0,94.8,26,205,206,8,21,43,1,357,115,1.8,13.7
